Date,Price,Open,High,Low,Vol.,Change %
05/25/2021,1327.0,1327.0,1327.0,1327.0,,0.53%
05/26/2021,1335.0,1335.0,1335.0,1335.0,,0.60%
05/27/2021,1341.0,1341.0,1341.0,1341.0,,0.45%
05/28/2021,1343.0,1343.0,1343.0,1343.0,,0.15%
06/01/2021,1339.0,1339.0,1339.0,1339.0,,-0.30%
06/02/2021,1338.0,1338.0,1338.0,1338.0,,-0.07%
06/03/2021,1336.0,1336.0,1336.0,1336.0,,-0.15%
06/04/2021,1337.0,1337.0,1337.0,1337.0,,0.07%
06/07/2021,1336.0,1336.0,1336.0,1336.0,,-0.07%
06/08/2021,1336.0,1336.0,1336.0,1336.0,,0.00%
06/09/2021,1343.0,1343.0,1343.0,1343.0,,0.52%
06/10/2021,1355.0,1355.0,1355.0,1355.0,,0.89%
06/11/2021,1361.0,1361.0,1361.0,1361.0,,0.44%
06/14/2021,1363.0,1363.0,1363.0,1363.0,,0.15%
06/15/2021,1370.0,1370.0,1370.0,1370.0,,0.51%
06/16/2021,1377.0,1377.0,1377.0,1377.0,,0.51%
06/17/2021,1388.0,1388.0,1388.0,1388.0,,0.80%
06/18/2021,1398.0,1398.0,1398.0,1398.0,,0.72%
06/21/2021,1417.0,1417.0,1417.0,1417.0,,1.36%
06/22/2021,1435.0,1435.0,1435.0,1435.0,,1.27%
06/23/2021,1455.0,1455.0,1455.0,1455.0,,1.39%
06/24/2021,1476.0,1476.0,1476.0,1476.0,,1.44%
06/25/2021,1503.0,1503.0,1503.0,1503.0,,1.83%
06/28/2021,1518.0,1518.0,1518.0,1518.0,,1.00%
06/29/2021,1533.0,1533.0,1533.0,1533.0,,0.99%
06/30/2021,1541.0,1541.0,1541.0,1541.0,,0.52%
07/01/2021,1549.0,1549.0,1549.0,1549.0,,0.52%
07/02/2021,1555.0,1555.0,1555.0,1555.0,,0.39%
07/05/2021,1561.0,1561.0,1561.0,1561.0,,0.39%
07/06/2021,1586.0,1586.0,1586.0,1586.0,,1.60%
07/07/2021,1618.0,1618.0,1618.0,1618.0,,2.02%
07/08/2021,1637.0,1637.0,1637.0,1637.0,,1.17%
07/09/2021,1651.0,1651.0,1651.0,1651.0,,0.86%
07/12/2021,1652.0,1652.0,1652.0,1652.0,,0.06%
07/13/2021,1660.0,1660.0,1660.0,1660.0,,0.48%
07/14/2021,1660.0,1660.0,1660.0,1660.0,,0.00%
07/15/2021,1662.0,1662.0,1662.0,1662.0,,0.12%
07/16/2021,1669.0,1669.0,1669.0,1669.0,,0.42%
07/19/2021,1681.0,1681.0,1681.0,1681.0,,0.72%
07/20/2021,1687.0,1687.0,1687.0,1687.0,,0.36%
07/21/2021,1707.0,1707.0,1707.0,1707.0,,1.19%
07/22/2021,1726.0,1726.0,1726.0,1726.0,,1.11%
07/23/2021,1736.0,1736.0,1736.0,1736.0,,0.58%
07/26/2021,1747.0,1747.0,1747.0,1747.0,,0.63%
07/27/2021,1751.0,1751.0,1751.0,1751.0,,0.23%
07/28/2021,1756.0,1756.0,1756.0,1756.0,,0.29%
07/29/2021,1759.0,1759.0,1759.0,1759.0,,0.17%
07/30/2021,1760.0,1760.0,1760.0,1760.0,,0.06%
08/02/2021,1761.0,1761.0,1761.0,1761.0,,0.06%
08/03/2021,1767.0,1767.0,1767.0,1767.0,,0.34%
08/04/2021,1763.0,1763.0,1763.0,1763.0,,-0.23%
08/05/2021,1766.0,1766.0,1766.0,1766.0,,0.17%
08/06/2021,1766.0,1766.0,1766.0,1766.0,,0.00%
08/09/2021,1767.0,1767.0,1767.0,1767.0,,0.06%
08/10/2021,1773.0,1773.0,1773.0,1773.0,,0.34%
08/11/2021,1781.0,1781.0,1781.0,1781.0,,0.45%
08/12/2021,1799.0,1799.0,1799.0,1799.0,,1.01%
08/13/2021,1816.0,1816.0,1816.0,1816.0,,0.94%
08/16/2021,1829.0,1829.0,1829.0,1829.0,,0.72%
08/17/2021,1846.0,1846.0,1846.0,1846.0,,0.93%
08/18/2021,1863.0,1863.0,1863.0,1863.0,,0.92%
08/19/2021,1871.0,1871.0,1871.0,1871.0,,0.43%
08/20/2021,1878.0,1878.0,1878.0,1878.0,,0.37%
08/23/2021,1881.0,1881.0,1881.0,1881.0,,0.16%
