Date,Country,Exchange rate
1973-01-02,India,8.0200
1973-01-03,India,8.0200
1973-01-04,India,8.0000
1973-01-05,India,8.0100
1973-01-08,India,8.0000
1973-01-09,India,8.0000
1973-01-10,India,8.0000
1973-01-11,India,8.0000
1973-01-12,India,8.0000
1973-01-15,India,8.0000
1973-01-16,India,8.0100
1973-01-17,India,8.0100
1973-01-18,India,8.0100
1973-01-19,India,8.0000
1973-01-22,India,8.0000
1973-01-23,India,8.0000
1973-01-24,India,8.0000
1973-01-25,India,8.0000
1973-01-26,India,8.0000
1973-01-29,India,8.0100
1973-01-30,India,8.0000
1973-01-31,India,8.0000
1973-02-01,India,8.0000
1973-02-02,India,8.0000
1973-02-05,India,7.9700
1973-02-06,India,8.0000
1973-02-07,India,8.0000
1973-02-08,India,8.0100
1973-02-09,India,8.0100
1973-02-12,India,
1973-02-13,India,
1973-02-14,India,
1973-02-15,India,7.5800
1973-02-16,India,7.5800
1973-02-19,India,
1973-02-20,India,7.5800
1973-02-21,India,7.5800
1973-02-22,India,7.5800
1973-02-23,India,7.5800
1973-02-26,India,7.5500
1973-02-27,India,7.5200
1973-02-28,India,7.5200
1973-03-01,India,7.5500
1973-03-02,India,
1973-03-05,India,
1973-03-06,India,7.3500
1973-03-07,India,7.1900
1973-03-08,India,7.2500
1973-03-09,India,7.5500
1973-03-12,India,7.5200
1973-03-13,India,7.5200
1973-03-14,India,7.9400
1973-03-15,India,7.5200
1973-03-16,India,7.8100
1973-03-19,India,7.6000
1973-03-20,India,7.5800
1973-03-21,India,7.5800
1973-03-22,India,7.5800
1973-03-23,India,7.5800
1973-03-26,India,7.5800
1973-03-27,India,7.5500
1973-03-28,India,7.5500
1973-03-29,India,7.5800
1973-03-30,India,7.5500
1973-04-02,India,7.5800
1973-04-03,India,7.5500
1973-04-04,India,7.5500
1973-04-05,India,7.5500
1973-04-06,India,7.5500
1973-04-09,India,7.5500
1973-04-10,India,7.5500
1973-04-11,India,7.5200
1973-04-12,India,7.5000
1973-04-13,India,7.5200
1973-04-16,India,7.5200
1973-04-17,India,7.5500
1973-04-18,India,7.5500
1973-04-19,India,7.5500
1973-04-20,India,7.5500
1973-04-23,India,7.5500
1973-04-24,India,7.5600
1973-04-25,India,7.5500
1973-04-26,India,7.5600
1973-04-27,India,7.5800
1973-04-30,India,7.5300
1973-05-01,India,7.5400
1973-05-02,India,7.5200
1973-05-03,India,7.5500
1973-05-04,India,7.5500
1973-05-07,India,7.5500
1973-05-08,India,7.5500
1973-05-09,India,7.5200
1973-05-10,India,7.5200
1973-05-11,India,7.5200
1973-05-14,India,7.4600
1973-05-15,India,7.4600
1973-05-16,India,7.4900
1973-05-17,India,7.5200
1973-05-18,India,7.5200
1973-05-21,India,7.5200
1973-05-22,India,7.5200
1973-05-23,India,7.5200
1973-05-24,India,7.4600
1973-05-25,India,7.4100
1973-05-28,India,
1973-05-29,India,7.4000
1973-05-30,India,7.3500
1973-05-31,India,7.3900
1973-06-01,India,7.2500
1973-06-04,India,7.2200
1973-06-05,India,7.2200
1973-06-06,India,7.2700
1973-06-07,India,7.2500
1973-06-08,India,7.3000
1973-06-11,India,7.3000
1973-06-12,India,7.3300
1973-06-13,India,7.3300
1973-06-14,India,7.2600
1973-06-15,India,7.3000
1973-06-18,India,7.2500
1973-06-19,India,7.2500
1973-06-20,India,7.2500
1973-06-21,India,7.2500
1973-06-22,India,7.3000
1973-06-25,India,7.2700
1973-06-26,India,7.2700
1973-06-27,India,7.2700
1973-06-28,India,7.2700
1973-06-29,India,7.3000
1973-07-02,India,7.3000
1973-07-03,India,7.2700
1973-07-04,India,
1973-07-05,India,7.2700
1973-07-06,India,7.3000
1973-07-09,India,7.3000
1973-07-10,India,7.3000
1973-07-11,India,7.3000
1973-07-12,India,7.2500
1973-07-13,India,7.3000
1973-07-16,India,7.3000
1973-07-17,India,7.2700
1973-07-18,India,7.2700
1973-07-19,India,7.2700
1973-07-20,India,7.4100
1973-07-23,India,7.4100
1973-07-24,India,7.4600
1973-07-25,India,7.4600
1973-07-26,India,7.4600
1973-07-27,India,7.4900
1973-07-30,India,7.4900
1973-07-31,India,7.4900
1973-08-01,India,7.4900
1973-08-02,India,7.4900
1973-08-03,India,7.4900
1973-08-06,India,7.5200
1973-08-07,India,7.5200
1973-08-08,India,7.4600
1973-08-09,India,7.4900
1973-08-10,India,7.4900
1973-08-13,India,7.6200
1973-08-14,India,7.5800
1973-08-15,India,7.6000
1973-08-16,India,7.5800
1973-08-17,India,7.6600
1973-08-20,India,7.6600
1973-08-21,India,7.6600
1973-08-22,India,7.6000
1973-08-23,India,7.6000
1973-08-24,India,7.6000
1973-08-27,India,7.5800
1973-08-28,India,7.5800
1973-08-29,India,7.5500
1973-08-30,India,7.5800
1973-08-31,India,7.5800
1973-09-03,India,
1973-09-04,India,7.5800
1973-09-05,India,7.5500
1973-09-06,India,7.5800
1973-09-07,India,7.5800
1973-09-10,India,7.6000
1973-09-11,India,7.6000
1973-09-12,India,7.7500
1973-09-13,India,7.7800
1973-09-14,India,7.7800
1973-09-17,India,7.7500
1973-09-18,India,7.7800
1973-09-19,India,7.7500
1973-09-20,India,7.7500
1973-09-21,India,7.7500
1973-09-24,India,7.7200
1973-09-25,India,7.7500
1973-09-26,India,7.7500
1973-09-27,India,7.7500
1973-09-28,India,7.7500
1973-10-01,India,7.7200
1973-10-02,India,7.7800
1973-10-03,India,7.7800
1973-10-04,India,7.7800
1973-10-05,India,7.7800
1973-10-08,India,
1973-10-09,India,7.7800
1973-10-10,India,7.7500
1973-10-11,India,7.7500
1973-10-12,India,7.7500
1973-10-15,India,7.7800
1973-10-16,India,7.7200
1973-10-17,India,7.6900
1973-10-18,India,7.6900
1973-10-19,India,7.6900
1973-10-22,India,
1973-10-23,India,7.6900
1973-10-24,India,7.6900
1973-10-25,India,7.6900
1973-10-26,India,7.6900
1973-10-29,India,7.6900
1973-10-30,India,7.6900
1973-10-31,India,7.6900
1973-11-01,India,7.6800
1973-11-02,India,7.6800
1973-11-05,India,7.7000
1973-11-06,India,
1973-11-07,India,7.7600
1973-11-08,India,7.7600
1973-11-09,India,7.7800
1973-11-12,India,7.6900
1973-11-13,India,7.6900
1973-11-14,India,7.6900
1973-11-15,India,7.6900
1973-11-16,India,7.8600
1973-11-19,India,7.8600
1973-11-20,India,7.8300
1973-11-21,India,7.8300
1973-11-22,India,
1973-11-23,India,8.0000
1973-11-26,India,8.0000
1973-11-27,India,8.0000
1973-11-28,India,8.0600
1973-11-29,India,8.0600
1973-11-30,India,8.0600
1973-12-03,India,8.0300
1973-12-04,India,8.0300
1973-12-05,India,8.0300
1973-12-06,India,8.0600
1973-12-07,India,8.0600
1973-12-10,India,8.0600
1973-12-11,India,8.0600
1973-12-12,India,8.1300
1973-12-13,India,8.1300
1973-12-14,India,8.1300
1973-12-17,India,8.2000
1973-12-18,India,8.2000
1973-12-19,India,8.1200
1973-12-20,India,8.1200
1973-12-21,India,8.1200
1973-12-24,India,8.1200
1973-12-25,India,
1973-12-26,India,8.1200
1973-12-27,India,8.1600
1973-12-28,India,8.1600
1973-12-31,India,8.1600
1974-01-01,India,
1974-01-02,India,8.1600
1974-01-03,India,8.2100
1974-01-04,India,8.2100
1974-01-07,India,8.2100
1974-01-08,India,8.4000
1974-01-09,India,8.4000
1974-01-10,India,8.4000
1974-01-11,India,8.4000
1974-01-14,India,8.3600
1974-01-15,India,8.3600
1974-01-16,India,8.3600
1974-01-17,India,8.3600
1974-01-18,India,8.5800
1974-01-21,India,8.5800
1974-01-22,India,8.5800
1974-01-23,India,8.6200
1974-01-24,India,8.6200
1974-01-25,India,8.6200
1974-01-28,India,8.5500
1974-01-29,India,8.5500
1974-01-30,India,8.5500
1974-01-31,India,8.5500
1974-02-01,India,8.2300
1974-02-04,India,8.2300
1974-02-05,India,8.2300
1974-02-06,India,8.2300
1974-02-07,India,8.2300
1974-02-08,India,8.3700
1974-02-11,India,8.3700
1974-02-12,India,
1974-02-13,India,8.3300
1974-02-14,India,8.3300
1974-02-15,India,8.2300
1974-02-18,India,
1974-02-19,India,8.2300
1974-02-20,India,8.2300
1974-02-21,India,8.2000
1974-02-22,India,8.2000
1974-02-25,India,8.2000
1974-02-26,India,8.2000
1974-02-27,India,8.2000
1974-02-28,India,8.1600
1974-03-01,India,8.2000
1974-03-04,India,8.2000
1974-03-05,India,8.2000
1974-03-06,India,8.2000
1974-03-07,India,8.0800
1974-03-08,India,8.1000
1974-03-11,India,8.1000
1974-03-12,India,8.1000
1974-03-13,India,8.1000
1974-03-14,India,8.1000
1974-03-15,India,8.0300
1974-03-18,India,8.0300
1974-03-19,India,8.0300
1974-03-20,India,8.0300
1974-03-21,India,8.0300
1974-03-22,India,7.9700
1974-03-25,India,7.9700
1974-03-26,India,7.9700
1974-03-27,India,7.9700
1974-03-28,India,7.9700
1974-03-29,India,7.8100
1974-04-01,India,7.8100
1974-04-02,India,7.8100
1974-04-03,India,7.8100
1974-04-04,India,7.8100
1974-04-05,India,7.8400
1974-04-08,India,7.8400
1974-04-09,India,7.8400
1974-04-10,India,7.8100
1974-04-11,India,7.8100
1974-04-12,India,7.9700
1974-04-15,India,7.9700
1974-04-16,India,8.0000
1974-04-17,India,7.9700
1974-04-18,India,7.9700
1974-04-19,India,7.8700
1974-04-22,India,7.8700
1974-04-23,India,7.8700
1974-04-24,India,7.8700
1974-04-25,India,7.8700
1974-04-26,India,7.8100
1974-04-29,India,7.8100
1974-04-30,India,7.8100
1974-05-01,India,7.8100
1974-05-02,India,7.8100
1974-05-03,India,7.7500
1974-05-06,India,7.7500
1974-05-07,India,7.8700
1974-05-08,India,7.7500
1974-05-09,India,7.7500
1974-05-10,India,7.7200
1974-05-13,India,7.7200
1974-05-14,India,7.7200
1974-05-15,India,7.7200
1974-05-16,India,7.7200
1974-05-17,India,7.8100
1974-05-20,India,7.8100
1974-05-21,India,7.8400
1974-05-22,India,7.8100
1974-05-23,India,7.8100
1974-05-24,India,7.8100
1974-05-27,India,
1974-05-28,India,7.8100
1974-05-29,India,7.8100
1974-05-30,India,7.8100
1974-05-31,India,7.8700
1974-06-03,India,7.8700
1974-06-04,India,7.8700
1974-06-05,India,7.8700
1974-06-06,India,7.8700
1974-06-07,India,7.8100
1974-06-10,India,7.8100
1974-06-11,India,7.8100
1974-06-12,India,7.8100
1974-06-13,India,7.8100
1974-06-14,India,7.8700
1974-06-17,India,7.8700
1974-06-18,India,7.8700
1974-06-19,India,7.8700
1974-06-20,India,7.8700
1974-06-21,India,7.8700
1974-06-24,India,7.8700
1974-06-25,India,7.8700
1974-06-26,India,7.8100
1974-06-27,India,7.8100
1974-06-28,India,7.8700
1974-07-01,India,7.8100
1974-07-02,India,7.8100
1974-07-03,India,7.8100
1974-07-04,India,
1974-07-05,India,7.8700
1974-07-08,India,7.8100
1974-07-09,India,7.8100
1974-07-10,India,7.8100
1974-07-11,India,7.8100
1974-07-12,India,7.8700
1974-07-15,India,7.8100
1974-07-16,India,7.8100
1974-07-17,India,7.8100
1974-07-18,India,7.8100
1974-07-19,India,7.8700
1974-07-22,India,7.8100
1974-07-23,India,7.8700
1974-07-24,India,7.8400
1974-07-25,India,7.8400
1974-07-26,India,7.8700
1974-07-29,India,7.8700
1974-07-30,India,7.8700
1974-07-31,India,7.8700
1974-08-01,India,7.8100
1974-08-02,India,7.8100
1974-08-05,India,7.8700
1974-08-06,India,7.8700
1974-08-07,India,7.8700
1974-08-08,India,7.8700
1974-08-09,India,7.9400
1974-08-12,India,7.9400
1974-08-13,India,7.9400
1974-08-14,India,7.9400
1974-08-15,India,7.9400
1974-08-16,India,8.0600
1974-08-19,India,8.0600
1974-08-20,India,8.0600
1974-08-21,India,8.0600
1974-08-22,India,8.0600
1974-08-23,India,8.0600
1974-08-26,India,8.0600
1974-08-27,India,8.1000
1974-08-28,India,8.1000
1974-08-29,India,8.1000
1974-08-30,India,8.1300
1974-09-02,India,
1974-09-03,India,8.1300
1974-09-04,India,8.1300
1974-09-05,India,8.1300
1974-09-06,India,8.1300
1974-09-09,India,8.1300
1974-09-10,India,8.1300
1974-09-11,India,8.1300
1974-09-12,India,8.1300
1974-09-13,India,8.1200
1974-09-16,India,8.1200
1974-09-17,India,8.1200
1974-09-18,India,8.1200
1974-09-19,India,8.1200
1974-09-20,India,8.1200
1974-09-23,India,8.1200
1974-09-24,India,8.1200
1974-09-25,India,8.1200
1974-09-26,India,8.1200
1974-09-27,India,8.1200
1974-09-30,India,8.0600
1974-10-01,India,8.0600
1974-10-02,India,8.0300
1974-10-03,India,8.0300
1974-10-04,India,8.0300
1974-10-07,India,8.0600
1974-10-08,India,8.0600
1974-10-09,India,8.0600
1974-10-10,India,8.0600
1974-10-11,India,8.0300
1974-10-14,India,
1974-10-15,India,8.0300
1974-10-16,India,8.0300
1974-10-17,India,8.0300
1974-10-18,India,8.0600
1974-10-21,India,8.0600
1974-10-22,India,8.0600
1974-10-23,India,8.0600
1974-10-24,India,8.0600
1974-10-25,India,8.0600
1974-10-28,India,8.0600
1974-10-29,India,8.0600
1974-10-30,India,8.0600
1974-10-31,India,8.0600
1974-11-01,India,8.0600
1974-11-04,India,8.0600
1974-11-05,India,
1974-11-06,India,8.0600
1974-11-07,India,8.0600
1974-11-08,India,8.0300
1974-11-11,India,
1974-11-12,India,8.0300
1974-11-13,India,8.0300
1974-11-14,India,8.0300
1974-11-15,India,8.1000
1974-11-18,India,8.1000
1974-11-19,India,8.1000
1974-11-20,India,8.1000
1974-11-21,India,8.1000
1974-11-22,India,8.0600
1974-11-25,India,8.0600
1974-11-26,India,8.0600
1974-11-27,India,8.0600
1974-11-28,India,
1974-11-29,India,8.0600
1974-12-02,India,8.0600
1974-12-03,India,8.0600
1974-12-04,India,8.0600
1974-12-05,India,8.0600
1974-12-06,India,8.1000
1974-12-09,India,8.1000
1974-12-10,India,8.0000
1974-12-11,India,8.0000
1974-12-12,India,8.0000
1974-12-13,India,8.1300
1974-12-16,India,8.1300
1974-12-17,India,8.1300
1974-12-18,India,8.1300
1974-12-19,India,8.1300
1974-12-20,India,8.1300
1974-12-23,India,8.1300
1974-12-24,India,8.1300
1974-12-25,India,
1974-12-26,India,8.1300
1974-12-27,India,8.1300
1974-12-30,India,8.1300
1974-12-31,India,8.1300
1975-01-01,India,
1975-01-02,India,8.1300
1975-01-03,India,8.1300
1975-01-06,India,8.1300
1975-01-07,India,8.1300
1975-01-08,India,8.1300
1975-01-09,India,8.1300
1975-01-10,India,8.1300
1975-01-13,India,8.1300
1975-01-14,India,8.1300
1975-01-15,India,8.1300
1975-01-16,India,8.1300
1975-01-17,India,8.1300
1975-01-20,India,8.1300
1975-01-21,India,8.1300
1975-01-22,India,8.1300
1975-01-23,India,8.1300
1975-01-24,India,8.1300
1975-01-27,India,8.1300
1975-01-28,India,8.1300
1975-01-29,India,8.1300
1975-01-30,India,8.1300
1975-01-31,India,8.1300
1975-02-03,India,8.1300
1975-02-04,India,8.1300
1975-02-05,India,8.1300
1975-02-06,India,8.1300
1975-02-07,India,7.9400
1975-02-10,India,7.9400
1975-02-11,India,7.9400
1975-02-12,India,
1975-02-13,India,7.9400
1975-02-14,India,7.9400
1975-02-17,India,
1975-02-18,India,7.9400
1975-02-19,India,7.9400
1975-02-20,India,7.9400
1975-02-21,India,7.9400
1975-02-24,India,7.9400
1975-02-25,India,7.9400
1975-02-26,India,7.9400
1975-02-27,India,7.9400
1975-02-28,India,7.7500
1975-03-03,India,7.7500
1975-03-04,India,7.7500
1975-03-05,India,7.7500
1975-03-06,India,7.7500
1975-03-07,India,7.7500
1975-03-10,India,7.7500
1975-03-11,India,7.7500
1975-03-12,India,7.7500
1975-03-13,India,7.7500
1975-03-14,India,7.7500
1975-03-17,India,7.7500
1975-03-18,India,7.7500
1975-03-19,India,7.7500
1975-03-20,India,7.7500
1975-03-21,India,7.7500
1975-03-24,India,7.7500
1975-03-25,India,7.7500
1975-03-26,India,7.7500
1975-03-27,India,7.7500
1975-03-28,India,7.7500
1975-03-31,India,7.7500
1975-04-01,India,7.7500
1975-04-02,India,7.7500
1975-04-03,India,7.7500
1975-04-04,India,7.7500
1975-04-07,India,7.8400
1975-04-08,India,7.8400
1975-04-09,India,7.8400
1975-04-10,India,7.8400
1975-04-11,India,7.8400
1975-04-14,India,7.9400
1975-04-15,India,7.9400
1975-04-16,India,7.9400
1975-04-17,India,7.9400
1975-04-18,India,7.9400
1975-04-21,India,7.9100
1975-04-22,India,7.9100
1975-04-23,India,7.9100
1975-04-24,India,7.9100
1975-04-25,India,7.9100
1975-04-28,India,8.0000
1975-04-29,India,8.0000
1975-04-30,India,8.0000
1975-05-01,India,8.0000
1975-05-02,India,8.0000
1975-05-05,India,8.0000
1975-05-06,India,8.0300
1975-05-07,India,8.0300
1975-05-08,India,8.0300
1975-05-09,India,8.0300
1975-05-12,India,8.0300
1975-05-13,India,8.0300
1975-05-14,India,8.0300
1975-05-15,India,8.0300
1975-05-16,India,8.0300
1975-05-19,India,8.1600
1975-05-20,India,8.1600
1975-05-21,India,8.1600
1975-05-22,India,8.1600
1975-05-23,India,8.1600
1975-05-26,India,
1975-05-27,India,8.1000
1975-05-28,India,8.1000
1975-05-29,India,8.1000
1975-05-30,India,8.1000
1975-06-02,India,8.1000
1975-06-03,India,8.1000
1975-06-04,India,8.1000
1975-06-05,India,8.1000
1975-06-06,India,8.1000
1975-06-09,India,8.1000
1975-06-10,India,8.1000
1975-06-11,India,8.1000
1975-06-12,India,8.1000
1975-06-13,India,8.1000
1975-06-16,India,8.2300
1975-06-17,India,8.2300
1975-06-18,India,8.2300
1975-06-19,India,8.2300
1975-06-20,India,8.2600
1975-06-23,India,8.2600
1975-06-24,India,8.2600
1975-06-25,India,8.2600
1975-06-26,India,8.2600
1975-06-27,India,8.4000
1975-06-30,India,8.4000
1975-07-01,India,8.4000
1975-07-02,India,8.5100
1975-07-03,India,8.4700
1975-07-04,India,
1975-07-07,India,8.4700
1975-07-08,India,8.4700
1975-07-09,India,8.4000
1975-07-10,India,8.4000
1975-07-11,India,8.4700
1975-07-14,India,8.4700
1975-07-15,India,8.4700
1975-07-16,India,8.4700
1975-07-17,India,8.4700
1975-07-18,India,8.5500
1975-07-21,India,8.5500
1975-07-22,India,8.5500
1975-07-23,India,8.5500
1975-07-24,India,8.5500
1975-07-25,India,8.5100
1975-07-28,India,8.5100
1975-07-29,India,8.5100
1975-07-30,India,8.5100
1975-07-31,India,8.5100
1975-08-01,India,8.6200
1975-08-04,India,8.6200
1975-08-05,India,8.6200
1975-08-06,India,8.6200
1975-08-07,India,8.6200
1975-08-08,India,8.8500
1975-08-11,India,8.8500
1975-08-12,India,8.8500
1975-08-13,India,8.8500
1975-08-14,India,8.8500
1975-08-15,India,8.8100
1975-08-18,India,8.8100
1975-08-19,India,8.8100
1975-08-20,India,8.8100
1975-08-21,India,8.8100
1975-08-22,India,8.8500
1975-08-25,India,8.8500
1975-08-26,India,8.8500
1975-08-27,India,8.8500
1975-08-28,India,8.8500
1975-08-29,India,8.9300
1975-09-01,India,
1975-09-02,India,8.9300
1975-09-03,India,8.9300
1975-09-04,India,8.9300
1975-09-05,India,8.7700
1975-09-08,India,8.7700
1975-09-09,India,8.7700
1975-09-10,India,8.7700
1975-09-11,India,8.7700
1975-09-12,India,8.8100
1975-09-15,India,8.8100
1975-09-16,India,8.8100
1975-09-17,India,8.8100
1975-09-18,India,8.8100
1975-09-19,India,8.9300
1975-09-22,India,8.9300
1975-09-23,India,8.9300
1975-09-24,India,8.9300
1975-09-25,India,8.9300
1975-09-26,India,8.9400
1975-09-29,India,8.9400
1975-09-30,India,8.9400
1975-10-01,India,8.9400
1975-10-02,India,8.9400
1975-10-03,India,8.9700
1975-10-06,India,8.9700
1975-10-07,India,8.9700
1975-10-08,India,8.9700
1975-10-09,India,8.9700
1975-10-10,India,8.8900
1975-10-13,India,
1975-10-14,India,8.8900
1975-10-15,India,8.8900
1975-10-16,India,8.8900
1975-10-17,India,8.8900
1975-10-20,India,8.8900
1975-10-21,India,8.8900
1975-10-22,India,8.8900
1975-10-23,India,8.8900
1975-10-24,India,8.8500
1975-10-27,India,8.8500
1975-10-28,India,8.8500
1975-10-29,India,8.8500
1975-10-30,India,8.7300
1975-10-31,India,8.8100
1975-11-03,India,8.8100
1975-11-04,India,
1975-11-05,India,8.8100
1975-11-06,India,8.8100
1975-11-07,India,8.8100
1975-11-10,India,8.8100
1975-11-11,India,
1975-11-12,India,8.8100
1975-11-13,India,8.8100
1975-11-14,India,8.9300
1975-11-17,India,8.9300
1975-11-18,India,8.9300
1975-11-19,India,8.9300
1975-11-20,India,8.9300
1975-11-21,India,8.9700
1975-11-24,India,8.9700
1975-11-25,India,8.9700
1975-11-26,India,8.9700
1975-11-27,India,
1975-11-28,India,9.0900
1975-12-01,India,9.0900
1975-12-02,India,9.0900
1975-12-03,India,9.0900
1975-12-04,India,9.0900
1975-12-05,India,8.9300
1975-12-08,India,8.9300
1975-12-09,India,8.9300
1975-12-10,India,8.9300
1975-12-11,India,8.9300
1975-12-12,India,8.9700
1975-12-15,India,8.9700
1975-12-16,India,8.9700
1975-12-17,India,8.9700
1975-12-18,India,8.9700
1975-12-19,India,8.9700
1975-12-22,India,8.9700
1975-12-23,India,8.9700
1975-12-24,India,8.9700
1975-12-25,India,
1975-12-26,India,8.9700
1975-12-29,India,8.9700
1975-12-30,India,8.9700
1975-12-31,India,8.9700
1976-01-01,India,
1976-01-02,India,8.9700
1976-01-05,India,8.9700
1976-01-06,India,8.9700
1976-01-07,India,8.9700
1976-01-08,India,8.9700
1976-01-09,India,8.9300
1976-01-12,India,8.9300
1976-01-13,India,8.9300
1976-01-14,India,8.9300
1976-01-15,India,8.9100
1976-01-16,India,8.9300
1976-01-19,India,8.9300
1976-01-20,India,8.9300
1976-01-21,India,8.9300
1976-01-22,India,8.9300
1976-01-23,India,8.9700
1976-01-26,India,8.9700
1976-01-27,India,8.9700
1976-01-28,India,8.9700
1976-01-29,India,8.9700
1976-01-30,India,8.9100
1976-02-02,India,8.9100
1976-02-03,India,8.9100
1976-02-04,India,8.9100
1976-02-05,India,8.9100
1976-02-06,India,8.9300
1976-02-09,India,8.9300
1976-02-10,India,8.9300
1976-02-11,India,8.9300
1976-02-12,India,
1976-02-13,India,8.9400
1976-02-16,India,
1976-02-17,India,8.9400
1976-02-18,India,8.9400
1976-02-19,India,8.9400
1976-02-20,India,8.9700
1976-02-23,India,8.9700
1976-02-24,India,8.9700
1976-02-25,India,8.9700
1976-02-26,India,8.9700
1976-02-27,India,8.9300
1976-03-01,India,8.9300
1976-03-02,India,8.9300
1976-03-03,India,8.9300
1976-03-04,India,8.9300
1976-03-05,India,8.9300
1976-03-08,India,9.0900
1976-03-09,India,9.0900
1976-03-10,India,9.0900
1976-03-11,India,9.0900
1976-03-12,India,8.9300
1976-03-15,India,8.9300
1976-03-16,India,8.9300
1976-03-17,India,8.9300
1976-03-18,India,8.9300
1976-03-19,India,8.9300
1976-03-22,India,8.9300
1976-03-23,India,8.9300
1976-03-24,India,8.9300
1976-03-25,India,8.9300
1976-03-26,India,8.9700
1976-03-29,India,8.9700
1976-03-30,India,8.9700
1976-03-31,India,8.9700
1976-04-01,India,8.9700
1976-04-02,India,9.0100
1976-04-05,India,9.0100
1976-04-06,India,9.0100
1976-04-07,India,9.0100
1976-04-08,India,9.0100
1976-04-09,India,9.0100
1976-04-12,India,9.0100
1976-04-13,India,9.0100
1976-04-14,India,9.0100
1976-04-15,India,9.0100
1976-04-16,India,9.0100
1976-04-19,India,9.0100
1976-04-20,India,9.0100
1976-04-21,India,9.0100
1976-04-22,India,9.0900
1976-04-23,India,8.9300
1976-04-26,India,8.9300
1976-04-27,India,8.9300
1976-04-28,India,8.9300
1976-04-29,India,8.9300
1976-04-30,India,8.9700
1976-05-03,India,8.9700
1976-05-04,India,8.9700
1976-05-05,India,8.9700
1976-05-06,India,8.9700
1976-05-07,India,9.0100
1976-05-10,India,9.0100
1976-05-11,India,9.0100
1976-05-12,India,9.0100
1976-05-13,India,9.0100
1976-05-14,India,9.0100
1976-05-17,India,9.0100
1976-05-18,India,9.0100
1976-05-19,India,9.0100
1976-05-20,India,9.0100
1976-05-21,India,9.0500
1976-05-24,India,9.0500
1976-05-25,India,9.0500
1976-05-26,India,9.0500
1976-05-27,India,9.0500
1976-05-28,India,9.3000
1976-05-31,India,
1976-06-01,India,9.3000
1976-06-02,India,9.3500
1976-06-03,India,9.3500
1976-06-04,India,9.3000
1976-06-07,India,9.3000
1976-06-08,India,9.3000
1976-06-09,India,9.3000
1976-06-10,India,9.3000
1976-06-11,India,9.0100
1976-06-14,India,9.0100
1976-06-15,India,9.0100
1976-06-16,India,9.0100
1976-06-17,India,9.0100
1976-06-18,India,8.9700
1976-06-21,India,8.9700
1976-06-22,India,8.9700
1976-06-23,India,8.9700
1976-06-24,India,8.9700
1976-06-25,India,9.0100
1976-06-28,India,9.0100
1976-06-29,India,9.0100
1976-06-30,India,9.0100
1976-07-01,India,9.0100
1976-07-02,India,8.8900
1976-07-05,India,
1976-07-06,India,8.8900
1976-07-07,India,8.8900
1976-07-08,India,8.8900
1976-07-09,India,8.9700
1976-07-12,India,8.9700
1976-07-13,India,8.9700
1976-07-14,India,8.9700
1976-07-15,India,8.9700
1976-07-16,India,8.9000
1976-07-19,India,8.9000
1976-07-20,India,8.9000
1976-07-21,India,8.9000
1976-07-22,India,8.9000
1976-07-23,India,8.9000
1976-07-26,India,8.9000
1976-07-27,India,8.9000
1976-07-28,India,8.9000
1976-07-29,India,8.9000
1976-07-30,India,8.9700
1976-08-02,India,8.9700
1976-08-03,India,8.9700
1976-08-04,India,8.9700
1976-08-05,India,8.9700
1976-08-06,India,8.9700
1976-08-09,India,8.9700
1976-08-10,India,8.9700
1976-08-11,India,8.9700
1976-08-12,India,8.9700
1976-08-13,India,8.9700
1976-08-16,India,8.9700
1976-08-17,India,8.9700
1976-08-18,India,8.9700
1976-08-19,India,8.9700
1976-08-20,India,8.9700
1976-08-23,India,8.9700
1976-08-24,India,8.9700
1976-08-25,India,8.9700
1976-08-26,India,8.9700
1976-08-27,India,9.0100
1976-08-30,India,9.0100
1976-08-31,India,9.0100
1976-09-01,India,9.0100
1976-09-02,India,9.0100
1976-09-03,India,9.0100
1976-09-06,India,
1976-09-07,India,9.0100
1976-09-08,India,9.0100
1976-09-09,India,9.0100
1976-09-10,India,9.1300
1976-09-13,India,9.1300
1976-09-14,India,9.1300
1976-09-15,India,9.1300
1976-09-16,India,9.1300
1976-09-17,India,9.1300
1976-09-20,India,9.1300
1976-09-21,India,9.1300
1976-09-22,India,9.1300
1976-09-23,India,9.1300
1976-09-24,India,9.0300
1976-09-27,India,9.0300
1976-09-28,India,9.1700
1976-09-29,India,8.8500
1976-09-30,India,8.8500
1976-10-01,India,8.8500
1976-10-04,India,8.8500
1976-10-05,India,8.8500
1976-10-06,India,8.8500
1976-10-07,India,8.8500
1976-10-08,India,8.8500
1976-10-11,India,
1976-10-12,India,8.8500
1976-10-13,India,8.8500
1976-10-14,India,8.8500
1976-10-15,India,8.9300
1976-10-18,India,8.9300
1976-10-19,India,8.9300
1976-10-20,India,8.9300
1976-10-21,India,8.9300
1976-10-22,India,8.9300
1976-10-25,India,8.9300
1976-10-26,India,8.9300
1976-10-27,India,8.9300
1976-10-28,India,8.9300
1976-10-29,India,8.9700
1976-11-01,India,8.9700
1976-11-02,India,
1976-11-03,India,8.9700
1976-11-04,India,8.9700
1976-11-05,India,9.0500
1976-11-08,India,9.0500
1976-11-09,India,9.0500
1976-11-10,India,9.0500
1976-11-11,India,
1976-11-12,India,9.0100
1976-11-15,India,9.0100
1976-11-16,India,9.0100
