Date,Price,Open,High,Low,Vol.,Change %
09/03/2021,5625.0,5625.0,5625.0,5625.0,,-1.59%
09/06/2021,5362.0,5362.0,5362.0,5362.0,,-4.68%
09/07/2021,5091.0,5091.0,5091.0,5091.0,,-5.05%
09/08/2021,4886.0,4886.0,4886.0,4886.0,,-4.03%
09/09/2021,4962.0,4962.0,4962.0,4962.0,,1.56%
09/10/2021,5567.0,5567.0,5567.0,5567.0,,12.19%
09/13/2021,6380.0,6380.0,6380.0,6380.0,,14.60%
09/14/2021,6474.0,6474.0,6474.0,6474.0,,1.47%
09/15/2021,6437.0,6437.0,6437.0,6437.0,,-0.57%
09/16/2021,6304.0,6304.0,6304.0,6304.0,,-2.07%
09/17/2021,6420.0,6420.0,6420.0,6420.0,,1.84%
09/20/2021,6487.0,6487.0,6487.0,6487.0,,1.04%
09/21/2021,6785.0,6785.0,6785.0,6785.0,,4.59%
09/22/2021,7200.0,7200.0,7200.0,7200.0,,6.12%
09/23/2021,7438.0,7438.0,7438.0,7438.0,,3.31%
09/24/2021,7393.0,7393.0,7393.0,7393.0,,-0.61%
09/27/2021,7600.0,7600.0,7600.0,7600.0,,2.80%
09/28/2021,8322.0,8322.0,8322.0,8322.0,,9.50%
09/29/2021,9018.0,9018.0,9018.0,9018.0,,8.36%
09/30/2021,8944.0,8944.0,8944.0,8944.0,,-0.82%
10/01/2021,9066.0,9066.0,9066.0,9066.0,,1.36%
10/04/2021,9289.0,9289.0,9289.0,9289.0,,2.46%
10/05/2021,9752.0,9752.0,9752.0,9752.0,,4.98%
10/06/2021,10475.0,10475.0,10475.0,10475.0,,7.41%
10/07/2021,10485.0,10485.0,10485.0,10485.0,,0.10%
10/08/2021,10112.0,10112.0,10112.0,10112.0,,-3.56%
10/11/2021,9975.0,9975.0,9975.0,9975.0,,-1.35%
10/12/2021,9590.0,9590.0,9590.0,9590.0,,-3.86%
10/13/2021,8988.0,8988.0,8988.0,8988.0,,-6.28%
10/14/2021,8462.0,8462.0,8462.0,8462.0,,-5.85%
10/15/2021,7767.0,7767.0,7767.0,7767.0,,-8.21%
10/18/2021,7358.0,7358.0,7358.0,7358.0,,-5.27%
10/19/2021,7229.0,7229.0,7229.0,7229.0,,-1.75%
10/20/2021,7275.0,7275.0,7275.0,7275.0,,0.64%
10/21/2021,6918.0,6918.0,6918.0,6918.0,,-4.91%
10/22/2021,6205.0,6205.0,6205.0,6205.0,,-10.31%
10/25/2021,5782.0,5782.0,5782.0,5782.0,,-6.82%
10/26/2021,5304.0,5304.0,5304.0,5304.0,,-8.27%
10/27/2021,4828.0,4828.0,4828.0,4828.0,,-8.97%
10/28/2021,4542.0,4542.0,4542.0,4542.0,,-5.92%
10/29/2021,4349.0,4349.0,4349.0,4349.0,,-4.25%
11/01/2021,4202.0,4202.0,4202.0,4202.0,,-3.38%
11/02/2021,3736.0,3736.0,3736.0,3736.0,,-11.09%
11/03/2021,3275.0,3275.0,3275.0,3275.0,,-12.34%
11/04/2021,3221.0,3221.0,3221.0,3221.0,,-1.65%
11/05/2021,3280.0,3280.0,3280.0,3280.0,,1.83%
11/08/2021,3378.0,3378.0,3378.0,3378.0,,2.99%
11/09/2021,3675.0,3675.0,3675.0,3675.0,,8.79%
11/10/2021,3870.0,3870.0,3870.0,3870.0,,5.31%
11/11/2021,3872.0,3872.0,3872.0,3872.0,,0.05%
11/12/2021,3836.0,3836.0,3836.0,3836.0,,-0.93%
11/15/2021,3752.0,3752.0,3752.0,3752.0,,-2.19%
11/16/2021,3383.0,3383.0,3383.0,3383.0,,-9.83%
11/17/2021,3064.0,3064.0,3064.0,3064.0,,-9.43%
11/18/2021,3260.0,3260.0,3260.0,3260.0,,6.40%
11/19/2021,3610.0,3610.0,3610.0,3610.0,,10.74%
11/22/2021,3884.0,3884.0,3884.0,3884.0,,7.59%
11/23/2021,4055.0,4055.0,4055.0,4055.0,,4.40%
11/24/2021,3822.0,3822.0,3822.0,3822.0,,-5.75%
11/25/2021,3776.0,3776.0,3776.0,3776.0,,-1.20%
11/26/2021,3906.0,3906.0,3906.0,3906.0,,3.44%
11/29/2021,4143.0,4143.0,4143.0,4143.0,,6.07%
11/30/2021,4483.0,4483.0,4483.0,4483.0,,8.21%
12/01/2021,4464.0,4464.0,4464.0,4464.0,,-0.42%
12/02/2021,4534.0,4534.0,4534.0,4534.0,,1.57%
12/03/2021,4594.0,4594.0,4594.0,4594.0,,1.32%
12/06/2021,4699.0,4699.0,4699.0,4699.0,,2.29%
12/07/2021,4983.0,4983.0,4983.0,4983.0,,6.04%
12/08/2021,5189.0,5189.0,5189.0,5189.0,,4.13%
12/09/2021,4989.0,4989.0,4989.0,4989.0,,-3.85%
12/10/2021,4827.0,4827.0,4827.0,4827.0,,-3.25%
12/13/2021,4718.0,4718.0,4718.0,4718.0,,-2.26%
12/14/2021,3960.0,3960.0,3960.0,3960.0,,-16.07%
12/15/2021,3272.0,3272.0,3272.0,3272.0,,-17.37%
12/16/2021,2894.0,2894.0,2894.0,2894.0,,-11.55%
12/17/2021,2727.0,2727.0,2727.0,2727.0,,-5.77%
12/20/2021,2807.0,2807.0,2807.0,2807.0,,2.93%
12/21/2021,2663.0,2663.0,2663.0,2663.0,,-5.13%
12/22/2021,2455.0,2455.0,2455.0,2455.0,,-7.81%
12/23/2021,2351.0,2351.0,2351.0,2351.0,,-4.24%
12/24/2021,2312.0,2312.0,2312.0,2312.0,,-1.66%
01/04/2022,2350.0,2350.0,2350.0,2350.0,,1.64%
01/05/2022,2301.0,2301.0,2301.0,2301.0,,-2.09%
01/06/2022,2356.0,2356.0,2356.0,2356.0,,2.39%
01/07/2022,2432.0,2432.0,2432.0,2432.0,,3.23%
01/10/2022,2554.0,2554.0,2554.0,2554.0,,5.02%
01/11/2022,2325.0,2325.0,2325.0,2325.0,,-8.97%
01/12/2022,2097.0,2097.0,2097.0,2097.0,,-9.81%
01/13/2022,1746.0,1746.0,1746.0,1746.0,,-16.74%
01/14/2022,1496.0,1496.0,1496.0,1496.0,,-14.32%
01/17/2022,1470.0,1470.0,1470.0,1470.0,,-1.74%
01/18/2022,1316.0,1316.0,1316.0,1316.0,,-10.48%
01/19/2022,1226.0,1226.0,1226.0,1226.0,,-6.84%
01/20/2022,1031.0,1031.0,1031.0,1031.0,,-15.91%
01/21/2022,891.0,891.0,891.0,891.0,,-13.58%
01/24/2022,836.0,836.0,836.0,836.0,,-6.17%
01/25/2022,745.0,745.0,745.0,745.0,,-10.89%
01/26/2022,702.0,702.0,702.0,702.0,,-5.77%
01/27/2022,818.0,818.0,818.0,818.0,,16.52%
01/28/2022,1075.0,1075.0,1075.0,1075.0,,31.42%
01/31/2022,1208.0,1208.0,1208.0,1208.0,,12.37%
02/01/2022,1297.0,1297.0,1297.0,1297.0,,7.37%
02/02/2022,1280.0,1280.0,1280.0,1280.0,,-1.31%
02/03/2022,1291.0,1291.0,1291.0,1291.0,,0.86%
02/04/2022,1242.0,1242.0,1242.0,1242.0,,-3.80%
02/07/2022,1148.0,1148.0,1148.0,1148.0,,-7.57%
02/08/2022,1202.0,1202.0,1202.0,1202.0,,4.70%
02/09/2022,1503.0,1503.0,1503.0,1503.0,,25.04%
02/10/2022,1904.0,1904.0,1904.0,1904.0,,26.68%
02/11/2022,1857.0,1857.0,1857.0,1857.0,,-2.47%
02/14/2022,1795.0,1795.0,1795.0,1795.0,,-3.34%
02/15/2022,1713.0,1713.0,1713.0,1713.0,,-4.57%
02/16/2022,1476.0,1476.0,1476.0,1476.0,,-13.84%
02/17/2022,1447.0,1447.0,1447.0,1447.0,,-1.96%
02/18/2022,1675.0,1675.0,1675.0,1675.0,,15.76%
02/21/2022,1849.0,1849.0,1849.0,1849.0,,10.39%
02/22/2022,2015.0,2015.0,2015.0,2015.0,,8.98%
02/23/2022,2192.0,2192.0,2192.0,2192.0,,8.78%
02/24/2022,2000.0,2000.0,2000.0,2000.0,,-8.76%
02/25/2022,1691.0,1691.0,1691.0,1691.0,,-15.45%
02/28/2022,1617.0,1617.0,1617.0,1617.0,,-4.38%
03/01/2022,1690.0,1690.0,1690.0,1690.0,,4.51%
03/02/2022,1840.0,1840.0,1840.0,1840.0,,8.88%
03/03/2022,1639.0,1639.0,1639.0,1639.0,,-10.92%
03/04/2022,1635.0,1635.0,1635.0,1635.0,,-0.24%
03/07/2022,1749.0,1749.0,1749.0,1749.0,,6.97%
03/08/2022,1896.0,1896.0,1896.0,1896.0,,8.40%
03/09/2022,2282.0,2282.0,2282.0,2282.0,,20.36%
03/10/2022,2613.0,2613.0,2613.0,2613.0,,14.50%
03/11/2022,2676.0,2676.0,2676.0,2676.0,,2.41%
03/14/2022,2786.0,2786.0,2786.0,2786.0,,4.11%
03/15/2022,2823.0,2823.0,2823.0,2823.0,,1.33%
03/16/2022,2632.0,2632.0,2632.0,2632.0,,-6.77%
03/17/2022,2604.0,2604.0,2604.0,2604.0,,-1.06%
03/18/2022,2605.0,2605.0,2605.0,2605.0,,0.04%
03/21/2022,2470.0,2470.0,2470.0,2470.0,,-5.18%
03/22/2022,2175.0,2175.0,2175.0,2175.0,,-11.94%
03/23/2022,2100.0,2100.0,2100.0,2100.0,,-3.45%
03/24/2022,1969.0,1969.0,1969.0,1969.0,,-6.24%
03/25/2022,1887.0,1887.0,1887.0,1887.0,,-4.16%
03/28/2022,1734.0,1734.0,1734.0,1734.0,,-8.11%
03/29/2022,1639.0,1639.0,1639.0,1639.0,,-5.48%
03/30/2022,1646.0,1646.0,1646.0,1646.0,,0.43%
03/31/2022,1760.0,1760.0,1760.0,1760.0,,6.93%
04/01/2022,1864.0,1864.0,1864.0,1864.0,,5.91%
04/04/2022,1796.0,1796.0,1796.0,1796.0,,-3.65%
04/05/2022,1624.0,1624.0,1624.0,1624.0,,-9.58%
04/06/2022,1490.0,1490.0,1490.0,1490.0,,-8.25%
04/07/2022,1417.0,1417.0,1417.0,1417.0,,-4.90%
04/08/2022,1444.0,1444.0,1444.0,1444.0,,1.91%
04/11/2022,1395.0,1395.0,1395.0,1395.0,,-3.39%
04/12/2022,1368.0,1368.0,1368.0,1368.0,,-1.94%
04/13/2022,1371.0,1371.0,1371.0,1371.0,,0.22%
04/14/2022,1481.0,1481.0,1481.0,1481.0,,8.02%
04/19/2022,1342.0,1342.0,1342.0,1342.0,,-9.39%
04/20/2022,1363.0,1363.0,1363.0,1363.0,,1.56%
04/21/2022,1636.0,1636.0,1636.0,1636.0,,20.03%
04/22/2022,1845.0,1845.0,1845.0,1845.0,,12.78%
04/25/2022,2003.0,2003.0,2003.0,2003.0,,8.56%
04/26/2022,2169.0,2169.0,2169.0,2169.0,,8.29%
04/27/2022,2226.0,2226.0,2226.0,2226.0,,2.63%
04/28/2022,2149.0,2149.0,2149.0,2149.0,,-3.46%
04/29/2022,2136.0,2136.0,2136.0,2136.0,,-0.60%
05/03/2022,2147.0,2147.0,2147.0,2147.0,,0.51%
05/04/2022,2319.0,2319.0,2319.0,2319.0,,8.01%
05/05/2022,2721.0,2721.0,2721.0,2721.0,,17.34%
05/06/2022,2894.0,2894.0,2894.0,2894.0,,6.36%
05/09/2022,3185.0,3185.0,3185.0,3185.0,,10.06%
05/10/2022,3461.0,3461.0,3461.0,3461.0,,8.67%
05/11/2022,3756.0,3756.0,3756.0,3756.0,,8.52%
05/12/2022,3965.0,3965.0,3965.0,3965.0,,5.56%
05/13/2022,3947.0,3947.0,3947.0,3947.0,,-0.45%
05/16/2022,3929.0,3929.0,3929.0,3929.0,,-0.46%
05/17/2022,3950.0,3950.0,3950.0,3950.0,,0.53%
05/18/2022,4164.0,4164.0,4164.0,4164.0,,5.42%
05/19/2022,4385.0,4385.0,4385.0,4385.0,,5.31%
05/20/2022,4526.0,4526.0,4526.0,4526.0,,3.22%
05/23/2022,4602.0,4602.0,4602.0,4602.0,,1.68%
05/24/2022,4288.0,4288.0,4288.0,4288.0,,-6.82%
05/25/2022,3987.0,3987.0,3987.0,3987.0,,-7.02%
05/26/2022,3478.0,3478.0,3478.0,3478.0,,-12.77%
05/27/2022,2818.0,2818.0,2818.0,2818.0,,-18.98%
05/30/2022,2594.0,2594.0,2594.0,2594.0,,-7.95%
05/31/2022,2668.0,2668.0,2668.0,2668.0,,2.85%
06/01/2022,2927.0,2927.0,2927.0,2927.0,,9.71%
06/06/2022,2757.0,2757.0,2757.0,2757.0,,-5.81%
06/07/2022,2668.0,2668.0,2668.0,2668.0,,-3.23%
06/08/2022,2457.0,2457.0,2457.0,2457.0,,-7.91%
06/09/2022,2369.0,2369.0,2369.0,2369.0,,-3.58%
06/10/2022,2371.0,2371.0,2371.0,2371.0,,0.08%
06/13/2022,2246.0,2246.0,2246.0,2246.0,,-5.27%
06/14/2022,2308.0,2308.0,2308.0,2308.0,,2.76%
06/15/2022,2551.0,2551.0,2551.0,2551.0,,10.53%
06/16/2022,2702.0,2702.0,2702.0,2702.0,,5.92%
06/17/2022,2987.0,2987.0,2987.0,2987.0,,10.55%
06/20/2022,3031.0,3031.0,3031.0,3031.0,,1.47%
06/21/2022,2710.0,2710.0,2710.0,2710.0,,-10.59%
06/22/2022,2343.0,2343.0,2343.0,2343.0,,-13.54%
06/23/2022,2419.0,2419.0,2419.0,2419.0,,3.24%
06/24/2022,2396.0,2396.0,2396.0,2396.0,,-0.95%
06/27/2022,2332.0,2332.0,2332.0,2332.0,,-2.67%
06/28/2022,2152.0,2152.0,2152.0,2152.0,,-7.72%
06/29/2022,2200.0,2200.0,2200.0,2200.0,,2.23%
06/30/2022,2434.0,2434.0,2434.0,2434.0,,10.64%
07/01/2022,2381.0,2381.0,2381.0,2381.0,,-2.18%
07/04/2022,2228.0,2228.0,2228.0,2228.0,,-6.43%
07/05/2022,2084.0,2084.0,2084.0,2084.0,,-6.46%
07/06/2022,2000.0,2000.0,2000.0,2000.0,,-4.03%
07/07/2022,2205.0,2205.0,2205.0,2205.0,,10.25%
07/08/2022,2270.0,2270.0,2270.0,2270.0,,2.95%
07/11/2022,2365.0,2365.0,2365.0,2365.0,,4.19%
07/12/2022,2249.0,2249.0,2249.0,2249.0,,-4.90%
07/13/2022,2334.0,2334.0,2334.0,2334.0,,3.78%
07/14/2022,2457.0,2457.0,2457.0,2457.0,,5.27%
07/15/2022,2919.0,2919.0,2919.0,2919.0,,18.80%
07/18/2022,2967.0,2967.0,2967.0,2967.0,,1.64%
07/19/2022,2899.0,2899.0,2899.0,2899.0,,-2.29%
07/20/2022,2719.0,2719.0,2719.0,2719.0,,-6.21%
07/21/2022,2653.0,2653.0,2653.0,2653.0,,-2.43%
07/22/2022,2696.0,2696.0,2696.0,2696.0,,1.62%
07/25/2022,2596.0,2596.0,2596.0,2596.0,,-3.71%
07/26/2022,2455.0,2455.0,2455.0,2455.0,,-5.43%
07/27/2022,2333.0,2333.0,2333.0,2333.0,,-4.97%
07/28/2022,2190.0,2190.0,2190.0,2190.0,,-6.13%
07/29/2022,2081.0,2081.0,2081.0,2081.0,,-4.98%
08/01/2022,2062.0,2062.0,2062.0,2062.0,,-0.91%
08/02/2022,1971.0,1971.0,1971.0,1971.0,,-4.41%
08/03/2022,1790.0,1790.0,1790.0,1790.0,,-9.18%
08/04/2022,1480.0,1480.0,1480.0,1480.0,,-17.32%
08/05/2022,1411.0,1411.0,1411.0,1411.0,,-4.66%
08/08/2022,1465.0,1465.0,1465.0,1465.0,,3.83%
08/09/2022,1510.0,1510.0,1510.0,1510.0,,3.07%
08/10/2022,1622.0,1622.0,1622.0,1622.0,,7.42%
08/11/2022,1538.0,1538.0,1538.0,1538.0,,-5.18%
08/12/2022,1314.0,1314.0,1314.0,1314.0,,-14.56%
08/15/2022,1098.0,1098.0,1098.0,1098.0,,-16.44%
08/16/2022,1059.0,1059.0,1059.0,1059.0,,-3.55%
08/17/2022,1083.0,1083.0,1083.0,1083.0,,2.27%
08/18/2022,867.0,867.0,867.0,867.0,,-19.94%
08/19/2022,756.0,0.0,0.0,0.0,,-12.80%
08/22/2022,747.0,747.0,747.0,747.0,,-1.19%
08/23/2022,797.0,797.0,797.0,797.0,,6.69%
08/24/2022,680.0,680.0,680.0,680.0,,-14.68%
08/25/2022,474.0,474.0,474.0,474.0,,-30.29%
08/26/2022,411.0,411.0,411.0,411.0,,-13.29%
08/30/2022,337.0,337.0,337.0,337.0,,-18.00%
08/31/2022,302.0,302.0,302.0,302.0,,-10.39%
09/01/2022,469.0,469.0,469.0,469.0,,55.30%
09/02/2022,733.0,733.0,733.0,733.0,,56.29%
09/05/2022,844.0,844.0,844.0,844.0,,15.14%
09/06/2022,728.0,728.0,728.0,728.0,,-13.74%
09/07/2022,656.0,656.0,656.0,656.0,,-9.89%
09/08/2022,652.0,652.0,652.0,652.0,,-0.61%
09/09/2022,672.0,672.0,672.0,672.0,,3.07%
09/12/2022,756.0,756.0,756.0,756.0,,12.50%
09/13/2022,1079.0,1079.0,1079.0,1079.0,,42.72%
09/14/2022,1565.0,1565.0,1565.0,1565.0,,45.04%
09/15/2022,1637.0,1637.0,1637.0,1637.0,,4.60%
09/16/2022,1519.0,1519.0,1519.0,1519.0,,-7.21%
09/20/2022,1994.0,1994.0,1994.0,1994.0,,31.27%
09/21/2022,2021.0,2021.0,2021.0,2021.0,,1.35%
09/22/2022,1929.0,1929.0,1929.0,1929.0,,-4.55%
09/23/2022,2206.0,2206.0,2206.0,2206.0,,14.36%
09/26/2022,2195.0,2195.0,2195.0,2195.0,,-0.50%
09/27/2022,2160.0,2160.0,2160.0,2160.0,,-1.59%
09/28/2022,2107.0,2107.0,2107.0,2107.0,,-2.45%
09/29/2022,1954.0,1954.0,1954.0,1954.0,,-7.26%
09/30/2022,1955.0,1955.0,1955.0,1955.0,,0.05%
10/03/2022,2041.0,2041.0,2041.0,2041.0,,4.40%
10/04/2022,2244.0,2244.0,2244.0,2244.0,,9.95%
10/05/2022,2553.0,2553.0,2553.0,2553.0,,13.77%
10/06/2022,2506.0,2506.0,2506.0,2506.0,,-1.84%
10/07/2022,2396.0,2396.0,2396.0,2396.0,,-4.39%
10/10/2022,2341.0,2341.0,2341.0,2341.0,,-2.30%
10/11/2022,2246.0,2246.0,2246.0,2246.0,,-4.06%
10/12/2022,2199.0,2199.0,2199.0,2199.0,,-2.09%
10/13/2022,2094.0,2094.0,2094.0,2094.0,,-4.77%
10/14/2022,2166.0,2166.0,2166.0,2166.0,,3.44%
10/17/2022,2186.0,2186.0,2186.0,2186.0,,0.92%
10/18/2022,2247.0,2247.0,2247.0,2247.0,,2.79%
10/19/2022,2209.0,2209.0,2209.0,2209.0,,-1.69%
10/20/2022,2111.0,2111.0,2111.0,2111.0,,-4.44%
10/21/2022,2071.0,2071.0,2071.0,2071.0,,-1.89%
10/24/2022,2036.0,2036.0,2036.0,2036.0,,-1.69%
10/25/2022,1955.0,1955.0,1955.0,1955.0,,-3.98%
10/26/2022,1885.0,1885.0,1885.0,1885.0,,-3.58%
10/27/2022,1748.0,1748.0,1748.0,1748.0,,-7.27%
10/28/2022,1670.0,1670.0,1670.0,1670.0,,-4.46%
10/31/2022,1559.0,1559.0,1559.0,1559.0,,-6.65%
11/01/2022,1388.0,1388.0,1388.0,1388.0,,-10.97%
11/02/2022,1286.0,1286.0,1286.0,1286.0,,-7.35%
11/03/2022,1225.0,1225.0,1225.0,1225.0,,-4.74%
11/04/2022,1343.0,1343.0,1343.0,1343.0,,9.63%
11/07/2022,1404.0,1404.0,1404.0,1404.0,,4.54%
11/08/2022,1493.0,1493.0,1493.0,1493.0,,6.34%
11/09/2022,1637.0,1637.0,1637.0,1637.0,,9.65%
11/10/2022,1652.0,1652.0,1652.0,1652.0,,0.92%
11/11/2022,1544.0,1544.0,1544.0,1544.0,,-6.54%
11/14/2022,1446.0,1446.0,1446.0,1446.0,,-6.35%
11/15/2022,1371.0,1371.0,1371.0,1371.0,,-5.19%
11/16/2022,1333.0,1333.0,1333.0,1333.0,,-2.77%
11/17/2022,1188.0,1188.0,1188.0,1188.0,,-10.88%
11/18/2022,1122.0,1122.0,1122.0,1122.0,,-5.56%
11/21/2022,1129.0,1129.0,1129.0,1129.0,,0.62%
11/22/2022,1092.0,1092.0,1092.0,1092.0,,-3.28%
11/23/2022,1219.0,1219.0,1219.0,1219.0,,11.63%
11/24/2022,1384.0,1384.0,1384.0,1384.0,,13.54%
11/25/2022,1613.0,1613.0,1613.0,1613.0,,16.55%
11/28/2022,1669.0,1669.0,1669.0,1669.0,,3.47%
11/29/2022,1589.0,1589.0,1589.0,1589.0,,-4.79%
11/30/2022,1643.0,1643.0,1643.0,1643.0,,3.40%
12/01/2022,1570.0,1570.0,1570.0,1570.0,,-4.44%
12/02/2022,1519.0,1519.0,1519.0,1519.0,,-3.25%
12/05/2022,1502.0,1502.0,1502.0,1502.0,,-1.12%
12/06/2022,1540.0,1540.0,1540.0,1540.0,,2.53%
12/07/2022,1635.0,1635.0,1635.0,1635.0,,6.17%
12/08/2022,1675.0,0.0,0.0,0.0,,2.45%
12/09/2022,1683.0,1683.0,1683.0,1683.0,,0.48%
12/12/2022,1619.0,1619.0,1619.0,1619.0,,-3.80%
12/13/2022,1601.0,1601.0,1601.0,1601.0,,-1.11%
12/14/2022,1723.0,1723.0,1723.0,1723.0,,7.62%
12/15/2022,2095.0,2095.0,2095.0,2095.0,,21.59%
12/16/2022,2208.0,2208.0,2208.0,2208.0,,5.39%
12/19/2022,2186.0,2186.0,2186.0,2186.0,,-1.00%
12/20/2022,2365.0,2365.0,2365.0,2365.0,,8.19%
12/21/2022,2797.0,2797.0,2797.0,2797.0,,18.27%
12/22/2022,2626.0,2626.0,2626.0,2626.0,,-6.11%
12/23/2022,2261.0,2261.0,2261.0,2261.0,,-13.90%
01/03/2023,1635.0,1635.0,1635.0,1635.0,,-27.69%
01/04/2023,1516.0,1516.0,1516.0,1516.0,,-7.28%
01/05/2023,1504.0,1504.0,1504.0,1504.0,,-0.79%
01/06/2023,1512.0,1512.0,1512.0,1512.0,,0.53%
01/09/2023,1596.0,1596.0,1596.0,1596.0,,5.56%
01/10/2023,1536.0,1536.0,1536.0,1536.0,,-3.76%
01/11/2023,1470.0,1470.0,1470.0,1470.0,,-4.30%
01/12/2023,1349.0,1349.0,1349.0,1349.0,,-8.23%
01/13/2023,1299.0,1299.0,1299.0,1299.0,,-3.71%
01/16/2023,1311.0,1311.0,1311.0,1311.0,,0.92%
01/17/2023,1240.0,1240.0,1240.0,1240.0,,-5.42%
01/18/2023,1107.0,1107.0,1107.0,1107.0,,-10.73%
01/19/2023,893.0,893.0,893.0,893.0,,-19.33%
01/20/2023,787.0,787.0,787.0,787.0,,-11.87%
01/23/2023,735.0,735.0,735.0,735.0,,-6.61%
01/24/2023,685.0,685.0,685.0,685.0,,-6.80%
01/25/2023,631.0,631.0,631.0,631.0,,-7.88%
01/26/2023,549.0,549.0,549.0,549.0,,-13.00%
01/27/2023,534.0,534.0,534.0,534.0,,-2.73%
01/30/2023,533.0,533.0,533.0,533.0,,-0.19%
01/31/2023,532.0,532.0,532.0,532.0,,-0.19%
02/01/2023,499.0,499.0,499.0,499.0,,-6.20%
02/02/2023,445.0,445.0,445.0,445.0,,-10.82%
02/03/2023,429.0,429.0,429.0,429.0,,-3.60%
02/06/2023,419.0,419.0,419.0,419.0,,-2.33%
02/07/2023,443.0,443.0,443.0,443.0,,5.73%
02/08/2023,474.0,474.0,474.0,474.0,,7.00%
02/09/2023,452.0,452.0,452.0,452.0,,-4.64%
02/10/2023,486.0,486.0,486.0,486.0,,7.52%
02/13/2023,534.0,534.0,534.0,534.0,,9.88%
02/14/2023,382.0,382.0,382.0,382.0,,-28.46%
02/15/2023,317.0,317.0,317.0,317.0,,-17.02%
02/16/2023,275.0,275.0,275.0,275.0,,-13.25%
02/17/2023,271.0,271.0,271.0,271.0,,-1.45%
02/20/2023,284.0,284.0,284.0,284.0,,4.80%
02/21/2023,303.0,303.0,303.0,303.0,,6.69%
02/22/2023,390.0,390.0,390.0,390.0,,28.71%
02/23/2023,573.0,573.0,573.0,573.0,,46.92%
02/24/2023,636.0,636.0,636.0,636.0,,10.99%
02/27/2023,701.0,701.0,701.0,701.0,,10.22%
02/28/2023,729.0,729.0,729.0,729.0,,3.99%
03/01/2023,929.0,929.0,929.0,929.0,,27.43%
03/02/2023,1000.0,1000.0,1000.0,1000.0,,7.64%
03/03/2023,1195.0,1195.0,1195.0,1195.0,,19.50%
03/06/2023,1329.0,1329.0,1329.0,1329.0,,11.21%
03/07/2023,1471.0,1471.0,1471.0,1471.0,,10.68%
03/08/2023,1550.0,1550.0,1550.0,1550.0,,5.37%
03/09/2023,1662.0,1662.0,1662.0,1662.0,,7.23%
03/10/2023,1744.0,1744.0,1744.0,1744.0,,4.93%
03/13/2023,1821.0,1821.0,1821.0,1821.0,,4.42%
03/14/2023,2110.0,2110.0,2110.0,2110.0,,15.87%
03/15/2023,2104.0,2104.0,2104.0,2104.0,,-0.28%
03/16/2023,1976.0,1976.0,1976.0,1976.0,,-6.08%
03/17/2023,1913.0,1913.0,1913.0,1913.0,,-3.19%
03/20/2023,1945.0,1945.0,1945.0,1945.0,,1.67%
03/21/2023,1881.0,1881.0,1881.0,1881.0,,-3.29%
03/22/2023,1752.0,1752.0,1752.0,1752.0,,-6.86%
03/23/2023,1856.0,1856.0,1856.0,1856.0,,5.94%
03/24/2023,1882.0,1882.0,1882.0,1882.0,,1.40%
03/27/2023,1795.0,1795.0,1795.0,1795.0,,-4.62%
03/28/2023,1646.0,1646.0,1646.0,1646.0,,-8.30%
03/29/2023,1662.0,1662.0,1662.0,1662.0,,0.97%
03/30/2023,1676.0,1676.0,1676.0,1676.0,,0.84%
03/31/2023,1665.0,1665.0,1665.0,1665.0,,-0.66%
04/03/2023,1723.0,1723.0,1723.0,1723.0,,3.48%
04/04/2023,1867.0,1867.0,1867.0,1867.0,,8.36%
04/05/2023,1957.0,1957.0,1957.0,1957.0,,4.82%
04/06/2023,2041.0,2041.0,2041.0,2041.0,,4.29%
04/11/2023,1911.0,1911.0,1911.0,1911.0,,-6.37%
04/12/2023,1822.0,1822.0,1822.0,1822.0,,-4.66%
04/13/2023,1888.0,1888.0,1888.0,1888.0,,3.62%
04/14/2023,1850.0,1850.0,1850.0,1850.0,,-2.01%
04/17/2023,1801.0,1801.0,1801.0,1801.0,,-2.65%
04/18/2023,1678.0,1678.0,1678.0,1678.0,,-6.83%
04/19/2023,1643.0,1643.0,1643.0,1643.0,,-2.09%
04/20/2023,1778.0,1778.0,1778.0,1778.0,,8.22%
04/21/2023,1962.0,1962.0,1962.0,1962.0,,10.35%
04/24/2023,1993.0,1993.0,1993.0,1993.0,,1.58%
04/25/2023,1986.0,1986.0,1986.0,1986.0,,-0.35%
04/26/2023,2100.0,2100.0,2100.0,2100.0,,5.74%
04/27/2023,2276.0,2276.0,2276.0,2276.0,,8.38%
04/28/2023,2301.0,2301.0,2301.0,2301.0,,1.10%
05/02/2023,2268.0,2268.0,2268.0,2268.0,,-1.43%
05/03/2023,2325.0,2325.0,2325.0,2325.0,,2.51%
05/04/2023,2325.0,2325.0,2325.0,2325.0,,0.00%
05/05/2023,2384.0,2384.0,2384.0,2384.0,,2.54%
05/09/2023,2509.0,2509.0,2509.0,2509.0,,5.24%
05/10/2023,2630.0,2630.0,2630.0,2630.0,,4.82%
05/11/2023,2566.0,2566.0,2566.0,2566.0,,-2.43%
05/12/2023,2456.0,2456.0,2456.0,2456.0,,-4.29%
05/15/2023,2385.0,2385.0,2385.0,2385.0,,-2.89%
05/16/2023,2295.0,2295.0,2295.0,2295.0,,-3.77%
05/17/2023,2184.0,2184.0,2184.0,2184.0,,-4.84%
05/18/2023,2142.0,2142.0,2142.0,2142.0,,-1.92%
05/19/2023,2105.0,2105.0,2105.0,2105.0,,-1.73%
